City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,noosa heads,-26.3833,153.15,23.39,65,89,10.74,AU,1682230455
365,adis zemen,12.1167,37.7833,24.65,28,43,3.25,ET,1682230455
366,nong phai,15.9903,101.0618,39.97,26,1,4.29,TH,1682230410
367,sao jose da coroa grande,-8.8978,-35.1478,24.68,78,50,3.04,BR,1682230455
368,igarka,67.4667,86.5833,0.76,100,100,7.54,RU,1682230455
369,zonguldak,41.25,31.8333,6.47,66,100,0.86,TR,1682230456
370,mascouche,45.7496,-73.5996,13.97,77,54,1.54,CA,1682230456
371,udachny,66.4167,112.4,-1.77,78,100,3.13,RU,1682230457
372,mata-utu,-13.2816,-176.1745,28.08,76,13,4.46,WF,1682230363
373,amahai,-3.3333,128.9167,29.8,68,59,2.8,ID,1682230457
374,zarah sharan,33.1467,68.7917,16.41,14,0,1.63,AF,1682230457
375,kibungo,-2.1597,30.5427,18.51,94,100,0.63,RW,1682230457
376,faya-largeau,17.9257,19.1043,30.59,11,2,1.92,TD,1682230457
377,malango,-2.9627,119.9001,28.6,60,83,2.12,ID,1682230457
378,chegdomyn,51.1167,133.0167,6.06,52,100,2.64,RU,1682230458
379,aldinga beach,-35.2793,138.4604,26.89,53,0,2.46,AU,1682230179
380,al jahra',29.3375,47.6581,30.5,24,79,1.45,KW,1682230373
381,nacala,-14.5428,40.6728,26.41,76,77,3.46,MZ,1682230458
382,kogalym,62.2654,74.4791,2.26,96,100,3.11,RU,1682230306
383,qandala,11.472,49.8728,31.05,48,88,1.95,SO,1682230459
384,phatthalung,7.5,100.0833,33.17,54,88,4.49,TH,1682230395
385,al jabin,14.704,43.599,17.47,55,13,1.63,YE,1682230459
386,monguno,12.6786,13.6079,30.07,32,52,3.82,NG,1682230459
387,fort frances,48.5999,-93.4003,-6.88,73,0,0.0,CA,1682230460
388,lindsay,36.203,-119.0882,20.56,76,0,1.54,US,1682230460
389,bridgewater,44.3835,-64.5155,4.82,86,100,2.06,CA,1682230460
390,loango,-4.6719,11.8312,24.01,89,98,2.78,CG,1682230460
391,al wakrah,24.85,51.3333,31.19,20,91,0.89,QA,1682230284
392,laascaanood,8.4774,47.3597,26.53,59,98,2.69,SO,1682230460
393,metlili chaamba,32.2667,3.6333,17.52,42,0,2.57,DZ,1682230461
394,kismayo,-0.3582,42.5454,27.24,75,100,3.22,SO,1682230461
395,pong nam ron,12.9058,102.2623,35.86,41,55,3.15,TH,1682230379
396,halle neustadt,51.4792,11.9161,14.69,84,100,1.79,DE,1682230461
397,bahia de kino,28.8333,-111.9333,23.38,35,0,2.66,MX,1682230462
398,uvira,-3.4067,29.1458,23.35,89,100,1.79,CD,1682230462
399,pingliang,35.5392,106.6861,4.13,97,100,1.18,CN,1682230462
400,pierre,44.3683,-100.351,2.93,69,75,1.34,US,1682230462
401,levuka,50.1834,-105.4011,-4.16,94,15,2.37,CA,1682230462
402,cockburn town,21.4612,-71.1419,24.61,70,2,2.26,TC,1682230431
403,teluk nibung,3.001,99.8164,31.61,60,60,2.82,ID,1682230463
404,aguas formosas,-17.0822,-40.9358,19.43,98,83,1.75,BR,1682230463
405,bonthe,7.5264,-12.505,25.88,81,79,1.96,SL,1682230463
406,galveston,29.3669,-94.9669,21.11,73,0,4.12,US,1682230463
407,kendari,-3.945,122.4989,30.39,64,18,2.61,ID,1682230463
408,nadym,65.5333,72.5167,0.89,100,100,3.71,RU,1682230330
409,upington,-28.4478,21.2561,16.28,13,39,0.9,ZA,1682230206
410,cassilandia,-19.1133,-51.7342,19.46,97,32,1.54,BR,1682230464
411,bhandara,21.1667,79.65,35.85,20,47,1.8,IN,1682230464
412,mugia,43.1041,-9.2179,15.65,92,89,7.51,ES,1682230464
413,rio grande,-32.035,-52.0986,18.16,87,100,2.2,BR,1682230464
414,tofol,5.3248,163.0078,28.37,78,100,5.48,FM,1682230464
415,lorengau,-2.0226,147.2712,28.88,74,99,2.02,PG,1682230465
416,khovd,48.0056,91.6419,5.13,29,97,3.19,MN,1682230465
417,hotan,37.0997,79.9269,20.92,11,0,2.18,CN,1682230449
418,forchtenberg,49.2883,9.5628,13.34,78,100,3.05,DE,1682230465
419,itoman,26.1247,127.6694,25.01,61,20,7.72,JP,1682230437
420,namibe,-15.1961,12.1522,24.81,71,64,3.69,AO,1682230466
421,ujae,8.9322,165.7642,27.72,80,46,8.23,MH,1682230466
422,mao,39.8885,4.2658,14.31,100,40,2.06,ES,1682230273
423,creel,27.75,-107.6333,7.3,23,0,1.72,MX,1682230466
424,queenstown,-31.8976,26.8753,15.05,22,79,2.04,ZA,1682230466
425,ad dilam,23.9915,47.1627,27.57,36,67,2.37,SA,1682230329
426,coahuayana de hidalgo,18.7,-103.6583,24.07,83,98,0.42,MX,1682230466
427,longido,-2.7333,36.6833,20.2,72,100,1.65,TZ,1682230467
428,shalkar,47.8288,59.6258,18.92,35,1,7.71,KZ,1682230467
429,yuzhno-kurilsk,44.0306,145.8556,4.24,78,92,1.04,RU,1682230467
430,kristiansund,63.1115,7.732,4.03,64,100,9.77,NO,1682230467
431,kirillov,59.863,38.3813,10.05,67,48,0.9,RU,1682230467
432,murun-kuren,49.6342,100.1625,5.26,19,100,0.86,MN,1682230468
433,galesong,-5.3166,119.3661,33.01,70,95,1.53,ID,1682230468
434,ochobo,7.183,7.9769,25.32,89,97,2.65,NG,1682230468
435,nagato,34.3833,131.2,15.91,55,88,9.48,JP,1682230469
436,pauini,-7.7136,-66.9764,22.74,100,100,1.08,BR,1682230469
437,pangody,65.85,74.4859,0.88,100,100,2.58,RU,1682230469
438,bintulu,3.1667,113.0333,29.92,72,100,3.83,MY,1682230259
439,novouzensk,50.4592,48.1431,12.64,71,97,1.53,RU,1682230470
440,paradip garh,20.3167,86.6167,30.76,48,93,3.38,IN,1682230470
441,luderitz,-26.6481,15.1594,17.4,45,100,2.88,NA,1682230470
442,katabu,-4.9333,122.5167,32.13,51,17,2.35,ID,1682230470
443,champerico,14.3,-91.9167,28.16,71,9,4.2,GT,1682230470
444,dieppe,49.75,1.1667,10.18,89,72,0.89,FR,1682230471
445,ratnagiri,16.9833,73.3,30.24,51,2,5.29,IN,1682230200
446,kardla,58.9978,22.7492,9.58,56,11,4.0,EE,1682230471
447,holualoa,19.6228,-155.9522,23.91,92,100,4.63,US,1682230471
448,banjarmasin,-3.3244,114.591,34.08,50,38,0.55,ID,1682230471
449,sinabang,2.4803,96.3801,30.54,64,92,1.3,ID,1682230471
450,nyagan,62.1406,65.3936,1.3,100,100,3.46,RU,1682230471
451,enzan,35.7,138.7333,19.39,43,73,2.21,JP,1682230472
452,brokopondo,4.75,-55.1667,23.46,96,100,1.62,SR,1682230472
453,phan rang-thap cham,11.5667,108.9833,33.96,47,7,5.01,VN,1682230309
454,dhrangadhra,22.9833,71.4667,34.61,23,1,5.35,IN,1682230472
455,progreso,21.2833,-89.6667,27.06,81,54,5.56,MX,1682230320
456,tazacorte,28.629,-17.9293,18.54,83,75,2.68,ES,1682230473
457,el burgo de osma,41.5862,-3.0652,6.48,78,54,1.63,ES,1682230473
458,chibougamau,49.9168,-74.3659,6.79,65,100,7.2,CA,1682230473
459,humberto de campos,-2.5983,-43.4611,23.76,94,81,1.64,BR,1682230474
460,port moresby,-9.4431,147.1797,28.49,74,100,3.08,PG,1682230474
461,nantucket,41.2835,-70.0995,9.06,84,100,9.26,US,1682230474
462,touros,-5.1989,-35.4608,24.38,86,44,5.03,BR,1682230474
463,murray bridge,-35.1167,139.2667,26.85,38,0,2.15,AU,1682230279
464,conduaga,8.862,117.4893,30.76,65,37,2.4,PH,1682230475
465,praia da vitoria,38.7333,-27.0667,18.14,94,75,8.43,PT,1682230475
466,mbandaka,0.0487,18.2603,22.24,94,100,0.29,CD,1682230475
467,kuala tungkal,-0.8167,103.4667,30.46,66,100,2.17,ID,1682230475
468,ulladulla,-35.35,150.4667,19.87,74,99,4.17,AU,1682230475
469,northam,51.0333,-4.2167,6.88,96,69,1.73,GB,1682230475
470,berezovo,63.9381,65.0419,1.63,95,100,6.34,RU,1682230476
471,taltal,-25.4,-70.4833,17.11,84,7,1.09,CL,1682230476
472,pingzhuang,42.0372,119.2889,11.94,10,100,2.47,CN,1682230476
473,mazagao,-0.115,-51.2894,26.03,95,100,1.14,BR,1682230476
474,san antonio de pale,-1.4014,5.6325,27.37,79,67,4.86,GQ,1682230476
475,bandiagara,14.3501,-3.6104,26.64,7,87,4.61,ML,1682230476
476,ciudad melchor muzquiz,27.8833,-101.5167,22.44,81,5,5.04,MX,1682230477
477,bozoum,6.3193,16.3799,22.19,88,94,2.98,CF,1682230477
478,jianguang,28.1938,115.7836,14.16,89,100,3.42,CN,1682230477
479,downham market,52.6029,0.379,10.44,76,99,5.18,GB,1682230477
480,inarajan village,13.2736,144.7484,28.08,92,100,7.16,GU,1682230478
481,boditi,6.9667,37.8667,18.83,72,100,1.68,ET,1682230478
482,calama,-22.4667,-68.9333,5.27,70,0,5.66,CL,1682230411
483,boa vista,2.8197,-60.6733,24.99,88,75,1.03,BR,1682230478
484,barcelos,41.5388,-8.6151,15.47,96,91,3.14,PT,1682230478
485,tambopata,-12.7333,-69.1833,22.55,86,82,1.21,PE,1682230479
486,konosha,60.9736,40.257,5.18,80,93,2.03,RU,1682230479
487,mossel bay,-34.1831,22.146,20.96,62,70,2.21,ZA,1682230479
488,armacao de buzios,-22.7469,-41.8817,21.8,77,10,0.89,BR,1682230460
489,la paz,-16.5,-68.15,7.54,84,40,4.12,BO,1682230479
490,nova vicosa,-17.8919,-39.3719,24.05,85,62,6.85,BR,1682230480
491,rio gallegos,-51.6226,-69.2181,9.03,71,40,5.66,AR,1682230392
492,rakops,-21.0167,24.3333,22.84,37,92,3.22,BW,1682230480
493,taco pozo,-25.6167,-63.2833,17.85,78,100,1.98,AR,1682230480
494,usinsk,65.9939,57.5281,-3.08,85,100,10.85,RU,1682230481
495,khawr fakkan,25.3313,56.342,28.03,29,56,0.91,AE,1682230481
496,carutapera,-1.195,-46.02,24.39,93,98,1.97,BR,1682230481
497,sevastopol,44.6,33.5333,14.44,50,16,1.64,UA,1682230270
498,bardai,11.65,7.2333,25.16,57,3,6.09,NG,1682230481
499,callao,-12.0667,-77.15,26.51,69,75,4.63,PE,1682230394
500,qusmuryn,52.4503,64.6311,15.98,52,98,7.01,KZ,1682230482
501,ceeldheer,3.8488,47.1806,30.04,66,100,4.23,SO,1682230482
502,dunedin,-45.8742,170.5036,11.56,10,100,8.49,NZ,1682230292
503,el granada,37.5027,-122.4694,15.02,80,0,10.29,US,1682230482
504,atar,20.5169,-13.0499,23.49,23,0,3.83,MR,1682230483
505,ponta delgada,37.7333,-25.6667,17.4,100,75,5.66,PT,1682230238
506,taguatinga,-12.3857,-46.5711,22.23,71,23,2.75,BR,1682230483
507,pont rouge,48.8833,-72.0825,6.16,78,100,6.75,CA,1682230484
508,hobyo,5.3505,48.5268,29.76,70,99,4.97,SO,1682230306
509,valparaiso,-33.0393,-71.6273,16.67,63,100,1.54,CL,1682230484
510,namdrik,5.5994,168.1028,28.33,79,54,7.44,MH,1682230484
511,timimoun,29.2639,0.231,22.01,34,86,4.04,DZ,1682230484
512,macusani,-14.0833,-70.4333,1.3,85,60,1.6,PE,1682230484
513,jumla,29.2747,82.1838,17.07,24,19,2.65,NP,1682230484
514,hami,42.8,93.45,16.96,24,100,3.53,CN,1682230485
515,tura,25.5198,90.2201,20.36,88,100,2.61,IN,1682230485
516,nahiyat saddat al hindiyah,32.7147,44.2803,28.74,24,95,2.35,IQ,1682230485
517,pocone,-16.2567,-56.6228,21.17,87,3,0.77,BR,1682230485
518,minas de marcona,-15.2119,-75.1103,17.14,81,9,3.56,PE,1682230485
519,puerto san jose,13.9256,-90.8244,27.75,77,23,3.86,GT,1682230486
520,suntar,62.1444,117.6319,1.89,69,17,1.42,RU,1682230486
521,ati,13.2154,18.3353,31.87,18,24,3.49,TD,1682230486
522,kampene,-3.6,26.6667,21.01,99,100,0.61,CD,1682230486
523,korsakov,46.6328,142.7813,6.91,53,95,8.04,RU,1682230487
524,fale old settlement,-9.3852,-171.2468,28.89,75,100,4.17,TK,1682230487
525,yuanping,38.7153,112.7575,9.76,57,100,5.89,CN,1682230487
526,jabat,7.75,168.9751,27.83,81,24,8.06,MH,1682230488
527,kharan,28.5833,65.4167,31.55,4,3,1.46,PK,1682230488
528,shahdol,23.2833,81.35,35.48,14,47,3.88,IN,1682230488
529,portland,45.5234,-122.6762,15.02,91,100,3.6,US,1682230488
530,ugoofaaru,5.6667,73.0,29.29,75,85,3.91,MV,1682230488
531,oranjemund,-28.55,16.4333,15.04,38,58,1.89,NA,1682230488
532,ahtari,62.554,24.0619,0.31,94,100,2.97,FI,1682230489
533,zaragoza,41.6561,-0.8773,11.92,64,20,1.54,ES,1682230232
534,altai,46.3722,96.2583,2.15,67,100,4.05,MN,1682230489
535,harrismith,-28.2728,29.1295,12.92,25,2,2.39,ZA,1682230489
536,oshawa,43.9001,-78.8496,7.73,93,100,1.54,CA,1682230489
537,qianzhou,28.3167,109.7167,7.89,93,100,2.79,CN,1682230489
538,hengchun,22.0042,120.7439,25.2,77,98,3.52,TW,1682230380
539,sao joao da barra,-21.6403,-41.0511,20.74,83,23,2.7,BR,1682230490
540,arauca,7.0847,-70.7591,23.4,97,100,0.82,CO,1682230412
541,mejit,10.2753,170.8646,27.46,80,78,8.39,MH,1682230490
542,letterkenny,54.95,-7.7333,4.55,90,68,0.39,IE,1682230490
543,coquimbo,-29.9533,-71.3436,15.85,82,100,0.51,CL,1682230490
544,filadelfia,39.9523,-75.1638,15.14,96,100,3.6,US,1682230491
545,dimako,4.3833,13.5667,20.93,93,100,1.1,CM,1682230491
546,kembe,4.6228,21.8865,22.84,81,98,1.68,CF,1682230491
547,bliss corner,41.6118,-70.9384,11.21,81,100,10.73,US,1682230491
548,noshiro,40.2039,140.0242,9.11,39,4,9.29,JP,1682230385
549,suva,-18.1416,178.4415,23.71,94,75,0.0,FJ,1682230491
550,vanimo,-2.6741,141.3028,28.99,72,74,2.29,PG,1682230492
551,kuching,1.55,110.3333,32.9,70,20,1.54,MY,1682230492
552,hasaki,35.7333,140.8333,17.34,41,100,2.62,JP,1682230492
553,kisangani,0.5167,25.2,20.41,100,100,0.42,CD,1682230492
554,hexham,54.9699,-2.104,6.78,95,97,0.26,GB,1682230492
555,shakiso,5.75,38.9167,17.94,85,100,1.65,ET,1682230493
556,la passe,45.5549,-0.8967,13.32,88,100,7.09,FR,1682230493
557,paphos,34.7667,32.4167,20.13,63,20,1.03,CY,1682230276
558,puerto cabezas,14.0351,-83.3888,24.12,85,23,1.94,NI,1682230493
559,mirny,62.5353,113.9611,0.69,29,8,1.79,RU,1682230333
560,tchintabaraden,15.8969,5.7985,25.58,6,29,2.16,NE,1682230494
561,maues,-3.3836,-57.7186,22.21,99,100,1.1,BR,1682230494
562,amga,60.8953,131.9608,0.35,82,99,4.61,RU,1682230494
563,murud,18.3258,72.965,31.16,47,25,4.7,IN,1682230495
564,guerrero negro,27.9769,-114.0611,15.28,82,0,4.45,MX,1682230495
565,bikenibeu village,1.3673,173.1241,28.98,79,40,3.09,KI,1682230495
566,colby,39.3958,-101.0524,1.69,50,0,2.06,US,1682230496
567,san felipe,10.3399,-68.7425,22.71,97,99,0.48,VE,1682230496
568,eirunepe,-6.6603,-69.8736,22.29,99,100,0.64,BR,1682230496
569,colico piano,46.1324,9.3698,15.88,80,99,0.61,IT,1682230426
570,grand falls-windsor,48.9332,-55.6649,0.84,94,100,3.58,CA,1682230496
571,meulaboh,4.1363,96.1285,30.11,67,63,2.63,ID,1682230497
572,vahdat,38.5563,69.0135,24.41,22,47,2.0,TJ,1682230497
573,griffith,41.5284,-87.4237,4.38,74,100,5.66,US,1682230497
574,bahir dar,11.5936,37.3908,25.92,21,34,1.65,ET,1682230497
575,vernal,40.4555,-109.5287,4.84,52,100,3.09,US,1682230498
576,saguenay,48.4168,-71.0657,10.05,62,75,8.75,CA,1682230498
577,al jawf,29.5,38.75,24.2,29,73,2.19,SA,1682230498
578,banda aceh,5.5577,95.3222,30.06,69,34,1.96,ID,1682230498
579,qarshi,38.8667,65.8,28.9,17,0,1.03,UZ,1682230378
580,shalqar,47.8333,59.6,18.91,35,1,7.7,KZ,1682230499
581,cambria,35.5641,-121.0808,17.91,73,73,3.34,US,1682230499
582,mawu,29.5923,107.3139,13.56,92,100,0.71,CN,1682230499
583,kodinsk,58.6881,99.1844,3.37,50,12,1.57,RU,1682230499
584,nuku'alofa,-21.1333,-175.2,25.56,72,5,9.11,TO,1682230421
585,ventura,34.4667,-119.0176,13.2,79,22,3.24,US,1682230499
586,khandyga,62.6667,135.6,0.6,77,100,1.89,RU,1682230499
587,moriki,12.8741,6.4875,28.35,43,1,4.52,NG,1682230500
588,aguas vermelhas,-15.7472,-41.46,18.15,96,84,2.43,BR,1682230500
589,bloemhof,-27.6469,25.607,15.76,17,7,1.31,ZA,1682230500
590,tobruk,32.0836,23.9764,18.7,61,8,6.18,LY,1682230500
